ID,District_Name,District_Hospital_Name,CHCs,Month,Patient_Registration_%,Appointment_Utilization_%,OPD_Growth_%,Bed_Occupancy_%,Pharmacy_Fulfillment_%,Lab_TAT_Hours,Radiology_Utilization_%,OPD_Billing_Accuracy_%,IPD_Discharge_Summary_%,OT_Utilization_%,Surgery_Success_%,Emergency_Response_Min,Staff_Attendance_%,Claim_Settlement_%,Patient_Satisfaction_%,Ambulance_Response_Min,Consultancy Type,% Patient having ABHA ID,HFR_Registred,Time for Initial Assessment of Indoor Patients (min),% of Unplanned Return to OT,Mortality Ratio for ICU (%),Return to ICU within 48 hrs (%),TAT for the Issue of Blood (min),Ambulance Utilization Rate (%),Ambulance Medication/Equipment Availability (%)
HR25F0125,Ambala,Ambala-DH,Shahzadpur,01-02-2025,87.5,71.8,10,59.3,97,3.3,43,94,95,78.1,89,7,89,94,78.5,12.5,Follow-up,70,No,26,4,2,0,25,78.8,66.3
HR25F0126,Ambala,Ambala-DH,Brara,01-02-2025,42.5,85.2,1,83.5,99,7.9,38,80,85,33.9,95,27,86,61,91.3,19,New,40.7,Yes,52,3,1,1,67,30.4,56.3
HR25F0127,Ambala,Ambala-DH,Ambli,01-02-2025,66.5,75.4,6,84.7,90,6.9,63,88,84,33.9,95,28,75,66,58.3,13.5,Online,66,Yes,48,0,3,3,81,48.1,60
HR25F0128,Bhiwani,Bhiwani-DH,Kairu,01-02-2025,35,69.3,11,80.9,89,5.1,89,99,83,85.9,93,8,81,62,93.2,13,Online,80.7,Yes,25,1,1,1,24,22.1,80
HR25F0129,Bhiwani,Bhiwani-DH,Manheru,01-02-2025,83,86.4,0,97.5,98,7.6,41,80,75,50.8,94,22,85,93,95,15.5,New,46,Yes,43,5,3,1,13,28,55
HR25F0130,Bhiwani,Bhiwani-DH,Jamalpur,01-02-2025,89,41.2,6,93.6,100,5.5,39,95,80,75.5,87,14,76,63,65.7,12,Follow-up,62,No,21,0,1,4,80,20.9,76.3
HR25F0131,Bhiwani,Bhiwani-DH,Dhanana,01-02-2025,71,77.9,4,96.2,78,5.2,81,83,82,84.6,88,19,83,66,65.7,17.5,New,34,Yes,45,5,3,4,79,55.2,58.8
HR25F0132,Bhiwani,Bhiwani-DH,Miran,01-02-2025,45.5,76.7,2,87.3,99,6.5,76,86,83,37.8,94,7,100,69,56.5,15,New,71.3,Yes,24,3,0,4,76,55.2,80
HR25F0133,Charkhi Dadri,Charkhi Dadri-DH,Gopi,01-02-2025,41,52.2,8,75.8,89,4.3,86,99,96,33.9,96,22,83,68,95,15.5,New,86,Yes,31,5,3,1,44,70.5,58.8
HR25F0134,Charkhi Dadri,Charkhi Dadri-DH,Bondkalan,01-02-2025,51.5,62,12,78.4,95,7.2,76,89,78,39.1,90,17,98,71,91.3,20,New,42,No,25,0,3,3,50,29.2,61.3
HR25F0135,Charkhi Dadri,Charkhi Dadri-DH,Jhojukalan,01-02-2025,65,58.3,11,58,73,4.3,41,89,86,69,87,13,100,62,82.2,10.5,Online,34,Yes,46,2,2,4,31,61.1,68.8
HR25F0136,Faridabad,ESIC Medical College,Kurali,01-02-2025,80,81.6,2,58,100,4.3,54,92,78,61.2,88,5,95,64,43.7,14,Follow-up,58,No,50,4,3,2,39,61.1,82.5
HR25F0137,Faridabad,ESIC Medical College,Pali,01-02-2025,65,55.9,13,79.6,88,4.5,63,86,84,30,95,18,97,79,82.2,16,New,75.3,Yes,30,5,0,0,41,62.3,47.5
HR25F0138,Faridabad,ESIC Medical College,Tigaon Kheri,01-02-2025,35,58.3,5,80.9,84,6.9,31,93,85,82,100,28,84,62,58.3,17.5,New,63.3,No,29,4,2,4,83,74.1,70
HR25F0139,Faridabad,ESIC Medical College,Kalan,01-02-2025,81.5,79.1,10,46.5,86,5.0,53,83,97,32.6,89,24,92,91,60.2,18.5,New,54,Yes,15,2,1,2,45,54,52.5
HR25F0140,Fatehabad,Fatehabad-DH,Bhattukalan,01-02-2025,92,64.4,0,82.2,96,3.9,41,99,76,87.2,90,14,90,81,52.8,19,New,54,No,53,3,1,3,72,67,85
HR25F0141,Fatehabad,Fatehabad-DH,Bhuna,01-02-2025,66.5,43.7,5,78.4,92,5.0,46,82,85,45.6,86,30,95,91,78.5,20,Follow-up,42,No,43,0,2,0,82,61.1,78.8
HR25F0142,Fatehabad,Fatehabad-DH,Jakhal,01-02-2025,89,84,11,89.8,92,5.7,47,84,70,74.2,85,30,77,72,95,14,New,79.3,No,12,1,1,1,15,38.6,70
HR25F0143,Fatehabad,Fatehabad-DH,Badopal,01-02-2025,56,79.1,8,35.1,71,4.1,56,99,73,46.9,87,25,78,63,45.5,11,Online,74,No,19,2,3,3,79,42.2,62.5
HR25F0144,Fatehabad,Fatehabad-DH,Bothankalan,01-02-2025,53,85.2,9,54.2,79,4.2,51,98,84,84.6,88,18,83,76,78.5,19,Follow-up,40.7,No,12,3,0,4,75,35.1,40
HR25F0145,Gurgaon,Gurgaon-DH,Farukhnagar,01-02-2025,78.5,51,5,58,97,8.7,71,94,92,62.5,90,21,99,92,47.3,16,New,68.7,Yes,56,2,3,3,44,65.8,68.8
HR25F0146,Gurgaon,Gurgaon-DH,Bhora,01-02-2025,53,70.6,0,87.3,70,4.6,74,85,100,30,95,6,84,70,91.3,14.5,Telemedicine,67.3,No,28,1,1,2,53,42.2,70
HR25F0147,Gurgaon,Gurgaon-DH,Kalan,01-02-2025,72.5,46.1,4,44,75,5.4,66,97,90,87.2,87,6,99,64,58.3,19,New,48.7,Yes,42,2,0,3,58,33.9,70
HR25F0148,Gurgaon,Gurgaon-DH,Ghangola,01-02-2025,83,60.8,11,80.9,89,5.3,34,84,85,53.4,86,21,99,69,49.2,13,New,63.3,Yes,14,4,2,2,21,35.1,41.3
HR25F0149,Hisar,Maharaja Agrasen Medical College,Siswal,01-02-2025,56,75.4,9,59.3,88,5.2,52,99,81,44.3,89,12,76,91,41.8,16.5,New,79.3,Yes,40,1,1,2,32,56.4,63.8
HR25F0150,Hisar,Maharaja Agrasen Medical College,Mangali,01-02-2025,93.5,73,3,63.1,75,6.6,54,82,88,43,90,28,76,84,58.3,20,New,59.3,Yes,20,3,2,4,65,49.3,90
HR25F0151,Hisar,Maharaja Agrasen Medical College,Aryanagar,01-02-2025,84.5,57.1,2,83.5,83,7.1,53,94,97,62.5,85,26,93,66,85.8,17,New,80.7,Yes,28,2,0,0,27,29.2,73.8
HR25F0152,Hisar,Maharaja Agrasen Medical College,Uklana,01-02-2025,47,77.9,0,86,79,5.4,72,98,75,33.9,88,21,80,92,56.5,19,New,83.3,Yes,47,4,2,3,10,55.2,48.8
HR25F0153,Hisar,Maharaja Agrasen Medical College,Mirchpur,01-02-2025,78.5,40,9,58,85,4.1,82,91,88,33.9,94,15,90,90,87.7,20,Online,68.7,Yes,23,0,2,4,59,62.3,81.3
HR25F0154,Hisar,Maharaja Agrasen Medical College,SisaiBola,01-02-2025,56,62,1,92.4,91,7.6,58,84,92,63.8,96,17,80,61,78.5,16.5,Online,42,Yes,11,5,1,3,54,38.6,70
HR25F0155,Hisar,Maharaja Agrasen Medical College,Khanda,01-02-2025,51.5,92.6,6,79.6,94,5.7,75,80,75,65.1,95,27,79,60,76.7,20,Follow-up,50,Yes,30,2,0,2,33,31.5,81.3
HR25F0156,Hisar,Maharaja Agrasen Medical College,Kheri,01-02-2025,60.5,53.4,9,72,87,8.3,43,82,80,67.7,87,10,76,81,89.5,15,Follow-up,75.3,No,17,2,0,3,61,38.6,65
HR25F0157,Hisar,Maharaja Agrasen Medical College,Sorkhi,01-02-2025,50,86.4,5,65.6,80,3.0,74,91,90,61.2,96,17,91,70,60.2,13.5,Follow-up,79.3,No,60,0,0,3,58,15,45
HR25F0158,Jhajjar,Jhajjar-DH,Dighal,01-02-2025,80,63.2,1,72,84,6.1,58,90,87,79.4,96,6,93,86,63.8,17.5,New,90,Yes,41,2,0,4,44,59.9,68.8
HR25F0159,Jhajjar,Jhajjar-DH,Dhakla,01-02-2025,57.5,90.1,7,86,72,8.5,89,96,94,52.1,87,25,83,78,54.7,12,New,83.3,No,54,5,2,1,55,39.8,90
HR25F0160,Jhajjar,Jhajjar-DH,Jamalpur,01-02-2025,54.5,66.9,1,58,91,5.3,82,83,84,76.8,100,18,100,74,41.8,19,New,87.3,Yes,36,0,3,2,28,28,70
HR25F0161,Jhajjar,Jhajjar-DH,Dubaldhan,01-02-2025,59,84,6,45.3,70,5.5,59,91,97,32.6,88,27,85,76,78.5,13.5,Follow-up,79.3,No,50,0,2,4,58,45.7,52.5
HR25F0162,Jhajjar,Jhajjar-DH,Badli,01-02-2025,39.5,92.6,6,75.8,92,6.2,34,82,73,84.6,88,23,97,94,82.2,12.5,New,56.7,No,19,4,3,0,57,58.7,61.3
HR25F0163,Jhajjar,Jhajjar-DH,Charra,01-02-2025,59,59.6,4,73.3,81,5.0,76,100,100,72.9,88,30,78,94,82.2,10.5,New,78,Yes,35,5,2,0,77,20.9,57.5
HR25F0164,Jind,Jind-DH,Jullana,01-02-2025,56,64.4,14,47.8,80,5.4,48,81,83,85.9,97,16,96,84,45.5,15.5,New,44.7,Yes,37,4,1,0,87,65.8,90
HR25F0165,Jind,Jind-DH,Kalwa,01-02-2025,56,87.7,12,47.8,92,5.3,79,86,75,49.5,97,6,96,72,82.2,16,New,44.7,Yes,37,3,2,2,44,20.9,65
HR25F0166,Jind,Jind-DH,Kharakramji,01-02-2025,90.5,66.9,4,80.9,76,4.9,54,81,97,57.3,89,16,100,93,47.3,18,New,31.3,Yes,28,0,2,4,59,29.2,47.5
HR25F0167,Jind,Jind-DH,Ujhana,01-02-2025,57.5,44.9,1,88.5,97,7.6,79,83,71,39.1,87,18,87,92,89.5,19.5,New,30,Yes,46,1,2,3,29,44.5,78.8
HR25F0168,Jind,Jind-DH,Kandela,01-02-2025,68,49.8,0,65.6,91,6.4,89,88,77,31.3,88,20,79,79,65.7,10.5,New,83.3,No,51,2,0,1,86,42.2,88.8
HR25F0169,Jind,Jind-DH,Muana,01-02-2025,54.5,63.2,3,83.5,74,6.2,67,88,80,95,90,22,87,69,41.8,17.5,New,55.3,No,30,3,0,4,13,56.4,51.3
HR25F0170,Jind,Jind-DH,Alewa,01-02-2025,89,53.4,2,82.2,85,6.9,32,92,90,89.8,98,23,97,71,60.2,11.5,New,47.3,Yes,24,1,2,4,42,65.8,41.3
HR25F0171,Kaithal,Kaithal-DH,Kaul,01-02-2025,86,51,11,75.8,70,5.5,85,94,70,82,94,15,78,87,67.5,13.5,New,80.7,No,19,1,0,3,81,20.9,62.5
HR25F0172,Kaithal,Kaithal-DH,Siwan,01-02-2025,75.5,80.3,10,83.5,90,4.8,75,84,82,70.3,100,10,85,70,87.7,11.5,New,40.7,No,16,5,1,4,67,63.5,73.8
HR25F0173,Kaithal,Kaithal-DH,Rajaund,01-02-2025,53,51,3,52.9,80,5.0,67,97,95,37.8,90,6,82,83,89.5,17,Online,71.3,No,28,1,3,2,64,58.7,88.8
HR25F0174,Kaithal,Kaithal-DH,Pundri,01-02-2025,59,57.1,3,89.8,99,5.8,34,92,78,89.8,95,28,96,89,73,11.5,New,55.3,Yes,53,0,1,1,51,33.9,68.8
HR25F0175,Karnal,Kalpana Chawala Medical College,Taraori,01-02-2025,81.5,71.8,3,52.9,99,4.3,65,86,93,69,98,8,88,88,93.2,20,New,76.7,No,44,1,0,1,39,25.6,47.5
HR25F0176,Karnal,Kalpana Chawala Medical College,Gharunda,01-02-2025,60.5,44.9,8,74.5,79,5.1,48,88,80,79.4,88,17,81,69,71.2,10,New,79.3,No,43,5,3,3,85,50.5,75
HR25F0177,Karnal,Kalpana Chawala Medical College,Nissing,01-02-2025,53,47.3,5,89.8,81,5.1,87,87,77,67.7,90,28,96,78,82.2,16.5,New,82,Yes,57,2,0,1,72,68.2,63.8
HR25F0178,Karnal,Kalpana Chawala Medical College,Kunjpura,01-02-2025,47,85.2,4,58,90,8.7,85,99,85,78.1,100,29,92,82,63.8,14,New,90,Yes,19,0,3,4,56,38.6,86.3
HR25F0179,Karnal,Kalpana Chawala Medical College,Ballah,01-02-2025,81.5,82.8,13,75.8,80,3.0,53,99,73,30,91,15,92,73,89.5,13.5,Telemedicine,35.3,No,34,0,1,4,41,42.2,62.5
HR25F0180,Karnal,Kalpana Chawala Medical College,Nigdu,01-02-2025,35,64.4,12,35.1,75,5.5,47,80,95,92.4,93,27,82,83,41.8,14.5,Online,35.3,No,50,2,0,2,11,22.1,65
HR25F0181,Karnal,Kalpana Chawala Medical College,Sambhli,01-02-2025,65,52.2,12,45.3,100,8.3,60,87,71,52.1,86,30,92,63,93.2,15,New,48.7,Yes,55,5,2,2,39,72.9,53.8
HR25F0182,Karnal,Kalpana Chawala Medical College,Padha,01-02-2025,89,59.6,14,98.7,98,5.9,42,87,78,46.9,85,8,93,87,71.2,12.5,Follow-up,35.3,No,16,4,3,1,23,23.3,75
HR25F0183,Kurukshetra,Kurukshetra-DH,Pehowa,01-02-2025,90.5,76.7,3,97.5,100,6.9,83,89,77,63.8,89,24,89,85,71.2,18,New,59.3,No,33,2,0,3,35,45.7,40
HR25F0184,Kurukshetra,Kurukshetra-DH,Ladwa,01-02-2025,35,47.3,4,91.1,98,5.9,90,93,100,48.2,89,7,75,80,73,10.5,New,52.7,No,51,5,1,2,47,58.7,85
HR25F0185,Kurukshetra,Kurukshetra-DH,Mathana,01-02-2025,56,44.9,15,42.7,92,4.9,48,93,99,76.8,92,19,94,60,78.5,15.5,Online,90,Yes,43,3,1,0,24,28,41.3
HR25F0186,Kurukshetra,Kurukshetra-DH,Jhansa,01-02-2025,86,43.7,9,59.3,93,3.0,65,96,92,53.4,95,7,97,86,52.8,12,New,55.3,No,27,5,0,1,81,48.1,86.3
HR25F0187,Kurukshetra,Kurukshetra-DH,Barana,01-02-2025,68,79.1,4,38.9,85,6.1,70,85,71,78.1,98,29,80,67,67.5,10.5,Follow-up,68.7,No,55,2,0,0,10,19.7,65
HR25F0188,Kurukshetra,Kurukshetra-DH,Babain,01-02-2025,75.5,62,13,87.3,71,4.7,52,86,88,36.5,85,19,90,92,40,14.5,Follow-up,74,No,44,3,0,4,77,23.3,82.5
HR25F0189,Mahendragarh,Mahendragarh-DH,Ateli,01-02-2025,86,41.2,3,89.8,100,4.7,79,95,76,83.3,86,26,92,92,87.7,13,Follow-up,59.3,Yes,20,3,2,1,47,39.8,66.3
HR25F0190,Mahendragarh,Mahendragarh-DH,Nangal‑sirohi,01-02-2025,41,70.6,1,47.8,84,5.1,68,86,76,58.6,94,9,87,70,47.3,12.5,Telemedicine,52.7,Yes,23,4,3,0,15,28,41.3
HR25F0191,Mahendragarh,Mahendragarh-DH,Nangal‑chaudhry,01-02-2025,75.5,75.4,3,96.2,86,8.3,83,98,81,87.2,91,26,98,92,43.7,14,Online,68.7,No,46,3,1,4,23,52.8,73.8
HR25F0192,Mahendragarh,Mahendragarh-DH,Satnali,01-02-2025,80,68.1,7,61.8,99,9.2,78,97,72,82,95,30,86,67,52.8,14,Online,83.3,Yes,13,1,0,2,27,55.2,71.3
HR25F0193,Mahendragarh,Mahendragarh-DH,Sehlang,01-02-2025,42.5,43.7,3,40.2,91,6.1,36,80,100,82,98,16,84,83,54.7,15,New,32.7,No,31,0,1,1,87,51.6,43.8
HR25F0194,Mahendragarh,Mahendragarh-DH,Dochana,01-02-2025,36.5,75.4,1,66.9,81,5.2,40,94,76,31.3,87,21,80,82,74.8,20,New,42,No,33,5,1,2,73,18.5,62.5
HR25F0195,Mewat,SHKM‑Medical College,Ferozepur Zhirka,01-02-2025,42.5,46.1,4,86,75,4.1,51,96,90,65.1,99,24,83,79,74.8,12,Online,56.7,Yes,53,0,1,4,39,52.8,58.8
HR25F0196,Mewat,SHKM‑Medical College,Punhana,01-02-2025,54.5,55.9,15,47.8,79,6.4,85,84,93,91.1,93,24,96,84,62,14,Telemedicine,71.3,No,21,3,1,0,83,15,42.5
HR25F0197,Mewat,SHKM‑Medical College,Tauru,01-02-2025,44,43.7,10,70.7,77,8.3,54,81,97,62.5,93,25,86,65,63.8,18.5,Follow-up,31.3,Yes,36,4,1,4,72,59.9,63.8
HR25F0198,Palwal,Palwal-DH,Aurangabad,01-02-2025,51.5,49.8,6,72,93,5.5,44,93,83,88.5,97,6,80,81,49.2,12.5,Telemedicine,87.3,Yes,57,5,2,0,11,62.3,65
HR25F0199,Palwal,Palwal-DH,Hathin,01-02-2025,44,65.7,8,73.3,87,3.0,36,93,79,45.6,94,28,88,65,82.2,16.5,New,58,No,30,5,0,0,58,30.4,75
HR25F0200,Palwal,Palwal-DH,Sondhad,01-02-2025,57.5,57.1,13,82.2,89,6.7,85,100,78,78.1,95,20,100,88,76.7,15,New,90,Yes,53,5,2,2,52,33.9,83.8
HR25F0201,Palwal,Palwal-DH,Alawalpur,01-02-2025,59,84,3,88.5,94,7.2,75,88,82,56,85,29,100,91,85.8,13,New,84.7,Yes,15,4,0,1,41,38.6,88.8
HR25F0202,Palwal,Palwal-DH,Dudhola,01-02-2025,84.5,74.2,15,51.6,86,3.6,49,91,94,92.4,91,11,92,92,80.3,20,Follow-up,78,Yes,50,4,3,3,82,46.9,53.8
HR25F0203,Panchkula,Panchkula-DH,Raipurrani,01-02-2025,48.5,40,14,46.5,92,6.1,79,85,71,80.7,97,8,96,66,78.5,13,Online,54,No,27,2,1,3,68,50.5,85
HR25F0204,Panchkula,Panchkula-DH,Nanakpur,01-02-2025,50,82.8,6,55.5,92,6.4,32,82,98,92.4,91,16,87,68,60.2,10.5,New,86,No,47,0,3,2,86,35.1,82.5
HR25F0205,Panchkula,Panchkula-DH,Morni,01-02-2025,92,70.6,10,80.9,98,5.7,85,90,88,37.8,93,11,95,83,78.5,14,Telemedicine,52.7,Yes,33,2,2,0,29,42.2,43.8
HR25F0206,Panipat,Panipat-DH,Ahar,01-02-2025,47,90.1,11,42.7,79,4.7,53,100,97,63.8,100,12,87,91,78.5,18,Follow-up,44.7,Yes,16,1,2,1,77,63.5,51.3
HR25F0207,Panipat,Panipat-DH,Dadlana,01-02-2025,36.5,82.8,3,73.3,89,7.2,75,94,71,54.7,98,21,76,75,69.3,16.5,Follow-up,76.7,Yes,29,1,0,1,68,78.8,46.3
HR25F0208,Panipat,Panipat-DH,Bapoli,01-02-2025,54.5,71.8,1,45.3,93,5.2,75,88,91,78.1,98,28,93,60,41.8,19.5,Online,54,Yes,34,3,1,1,63,42.2,66.3
HR25F0209,Panipat,Panipat-DH,Mathloda,01-02-2025,74,47.3,10,65.6,84,3.7,43,80,74,82,90,22,98,91,87.7,14.5,New,56.7,Yes,15,3,0,0,60,17.4,73.8
HR25F0210,Panipat,Panipat-DH,Naultha,01-02-2025,38,68.1,6,60.5,100,3.0,65,82,86,88.5,93,11,93,77,43.7,11.5,Online,70,No,27,5,1,3,53,39.8,76.3
HR25F0211,Panipat,Panipat-DH,Naraina,01-02-2025,50,52.2,10,49.1,92,7.6,38,100,79,49.5,99,21,91,71,78.5,18,New,70,No,15,0,1,3,72,69.4,82.5
HR25F0212,Panipat,Panipat-DH,Khotpura,01-02-2025,45.5,51,5,92.4,82,6.6,38,100,96,65.1,91,17,87,85,89.5,15,New,66,Yes,59,1,3,4,50,28,66.3
HR25F0213,Rewari,Rewari-DH,Gurawara,01-02-2025,36.5,55.9,3,91.1,91,5.9,76,84,81,33.9,100,30,83,84,95,19,Follow-up,34,Yes,21,1,3,3,57,56.4,43.8
HR25F0214,Rewari,Rewari-DH,Bawal,01-02-2025,74,65.7,3,46.5,83,5.2,57,81,99,56,93,17,75,92,80.3,10,Telemedicine,90,Yes,34,4,1,2,85,19.7,60
HR25F0215,Rewari,Rewari-DH,Nahar,01-02-2025,47,60.8,7,82.2,83,5.0,78,82,77,85.9,98,10,98,72,74.8,16.5,Follow-up,86,Yes,52,5,2,0,87,63.5,53.8
HR25F0216,Rewari,Rewari-DH,Mirpur,01-02-2025,69.5,79.1,3,88.5,79,4.3,33,90,96,72.9,98,21,76,73,95,10,Follow-up,40.7,Yes,38,4,1,3,70,64.6,81.3
HR25F0217,Rewari,Rewari-DH,Khol,01-02-2025,48.5,58.3,10,100,97,5.2,57,95,91,78.1,100,19,75,82,65.7,17.5,Online,54,No,59,0,3,3,43,28,78.8
HR25F0218,Rohtak,Rohtak-DH,Kahanaur,01-02-2025,93.5,65.7,5,65.6,74,3.0,67,83,88,65.1,85,9,96,61,87.7,16,New,76.7,Yes,39,5,2,0,53,51.6,55
HR25F0219,Rohtak,Rohtak-DH,Sampla Kiloi,01-02-2025,80,88.9,8,41.5,77,4.8,89,84,83,43,97,16,79,91,43.7,17.5,Online,80.7,No,49,3,3,4,51,75.3,50
HR25F0220,Rohtak,Rohtak-DH,Chiri,01-02-2025,71,90.1,11,50.4,98,5.4,85,98,75,74.2,93,24,84,81,45.5,19,Follow-up,56.7,No,42,0,1,2,53,31.5,67.5
HR25F0221,Rohtak,Rohtak-DH,Madina,01-02-2025,78.5,62,15,30,76,6.6,88,92,72,82,93,10,85,78,51,13.5,New,67.3,Yes,36,2,3,2,46,62.3,77.5
HR25F0222,Rohtak,Rohtak-DH,Lakhan Majra,01-02-2025,74,80.3,4,88.5,82,5.7,40,83,76,31.3,93,16,93,70,74.8,16,New,35.3,No,56,2,3,0,25,37.5,58.8
HR25F0223,Sirsa,Sirsa-DH,Rania,01-02-2025,89,59.6,2,84.7,88,6.9,42,94,84,45.6,93,22,75,95,51,17.5,New,72.7,Yes,35,5,3,2,72,43.4,68.8
HR25F0224,Sirsa,Sirsa-DH,Odhan,01-02-2025,59,60.8,4,79.6,99,7.7,52,85,76,61.2,86,12,89,71,41.8,13.5,New,58,Yes,28,3,1,4,72,15,40
HR25F0225,Sirsa,Sirsa-DH,Bara‑Gudda,01-02-2025,62,82.8,3,47.8,84,7.3,61,94,80,76.8,100,29,91,85,80.3,10,New,32.7,Yes,40,2,3,2,70,31.5,80
HR25F0226,Sirsa,Sirsa-DH,Kalanwali,01-02-2025,84.5,81.6,15,79.6,71,6.4,50,99,98,87.2,87,16,78,85,41.8,10.5,New,86,No,32,4,3,4,49,59.9,42.5
HR25F0227,Sirsa,Sirsa-DH,Nathusari‑Chopta,01-02-2025,65,77.9,1,35.1,96,5.8,81,83,91,32.6,98,20,84,89,54.7,18,Follow-up,35.3,Yes,32,1,2,3,24,71.7,51.3
HR25F0228,Sirsa,Sirsa-DH,Madhosinghana,01-02-2025,71,77.9,6,50.4,88,4.4,51,85,74,61.2,94,22,80,74,54.7,13,Follow-up,72.7,No,18,1,3,2,28,75.3,77.5
HR25F0229,Sirsa,Sirsa-DH,Chautala,01-02-2025,68,92.6,12,47.8,96,6.9,31,97,89,52.1,100,10,77,82,62,16.5,Follow-up,43.3,Yes,31,4,1,0,79,44.5,71.3
HR25F0230,Sonipat,Sonipat-DH,Kharkhauda,01-02-2025,63.5,86.4,5,40.2,71,8.2,70,82,88,78.1,93,23,92,70,73,14.5,New,84.7,No,25,0,3,4,27,38.6,45
HR25F0231,Sonipat,Sonipat-DH,Badkhalsa,01-02-2025,74,63.2,3,82.2,72,6.3,54,82,76,71.6,95,27,98,78,65.7,17.5,Online,42,Yes,48,0,2,4,42,20.9,42.5
HR25F0232,Sonipat,Sonipat-DH,Ganaur,01-02-2025,39.5,49.8,13,38.9,70,8.5,64,100,70,82,94,7,83,61,91.3,11.5,New,63.3,Yes,53,0,2,2,76,28,52.5
HR25F0233,Sonipat,Sonipat-DH,Juan,01-02-2025,48.5,52.2,15,100,84,3.6,41,83,97,85.9,86,7,88,70,78.5,10.5,Follow-up,36.7,No,11,0,2,0,31,54,73.8
HR25F0234,Sonipat,Sonipat-DH,Mundlana,01-02-2025,36.5,52.2,10,56.7,73,4.2,52,80,88,67.7,90,14,79,90,58.3,13.5,New,71.3,Yes,13,4,3,4,49,37.5,48.8
HR25F0235,Sonipat,Sonipat-DH,Firozepur‑bangar,01-02-2025,90.5,54.7,13,68.2,89,7.0,31,92,81,78.1,85,5,90,76,47.3,18.5,Follow-up,86,Yes,23,1,2,4,38,41,76.3
HR25F0236,Sonipat,Sonipat-DH,Purkhas,01-02-2025,60.5,46.1,1,92.4,96,6.2,75,81,97,65.1,93,12,79,92,60.2,16,New,34,Yes,32,1,2,3,85,70.5,82.5
HR25F0237,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-02-2025,54.5,71.8,1,46.5,75,7.6,47,96,92,52.1,86,29,85,95,85.8,18,Online,52.7,Yes,37,3,2,1,65,41,83.8
HR25F0238,Yamunanagar,Yamunanagar-DH,Naharpur,01-02-2025,74,68.1,12,54.2,75,5.8,76,99,89,61.2,97,19,84,81,89.5,12,Online,35.3,No,20,1,3,2,83,18.5,68.8
HR25F0239,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-02-2025,41,66.9,3,89.8,89,4.6,58,81,81,72.9,86,29,98,94,69.3,12,Online,87.3,Yes,49,5,3,0,86,35.1,77.5
HR25F0240,Yamunanagar,Yamunanagar-DH,Sadhaura,01-02-2025,80,54.7,11,84.7,98,5.5,71,87,76,41.7,92,19,80,92,74.8,16.5,New,63.3,No,27,5,3,2,54,58.7,76.3
HR25F0241,Yamunanagar,Yamunanagar-DH,Chhachhrauli,01-02-2025,48.5,70.6,12,69.5,89,3.6,83,98,90,75.5,99,22,86,78,85.8,19,New,51.3,No,44,4,0,4,26,29.2,85
HR25F0242,Yamunanagar,Yamunanagar-DH,Bilaspur,01-02-2025,48.5,77.9,1,87.3,71,4.2,48,85,75,76.8,97,19,88,65,89.5,19.5,Telemedicine,30,No,42,5,1,4,21,39.8,53.8
HR25F0243,Yamunanagar,Yamunanagar-DH,Khizrabad,01-02-2025,69.5,49.8,5,78.4,88,7.1,58,82,75,65.1,95,15,82,93,43.7,14.5,Follow-up,38,No,27,5,3,0,80,72.9,40
HR25F0244,Yamunanagar,Yamunanagar-DH,Akbarpur,01-02-2025,72.5,57.1,5,51.6,70,7.0,59,98,86,48.2,93,8,95,63,76.7,16,Telemedicine,63.3,Yes,17,1,0,3,36,77.6,77.5
HR25F0245,Ambala,Ambala-DH,Mullana,01-03-2025,41,53.4,9,61.8,97,6.3,35,86,71,33.9,91,13,77,75,95,15,New,66,Yes,30,2,1,2,25,20.9,85
HR25F0246,Ambala,Ambala-DH,Chaurmastpur,01-03-2025,39.5,88.9,15,52.9,71,3.4,89,91,73,83.3,94,7,78,90,74.8,17,Telemedicine,58,Yes,34,0,0,1,22,57.5,62.5
HR25F0247,Ambala,Ambala-DH,Shahzadpur,01-03-2025,48.5,53.4,0,40.2,83,5.3,62,83,91,70.3,92,22,90,79,45.5,16.5,Telemedicine,87.3,Yes,59,5,0,1,85,30.4,70
HR25F0248,Ambala,Ambala-DH,Brara,01-03-2025,66.5,41.2,6,58,72,4.1,48,89,72,85.9,95,5,79,75,76.7,12.5,Follow-up,82,No,36,4,3,3,32,23.3,80
HR25F0249,Ambala,Ambala-DH,Ambli,01-03-2025,47,80.3,6,54.2,74,7.5,72,96,79,83.3,89,23,99,94,43.7,11,New,34,Yes,54,0,0,2,40,77.6,52.5
HR25F0250,Bhiwani,Bhiwani-DH,Kairu,01-03-2025,93.5,95,9,94.9,76,5.0,36,95,93,41.7,99,9,85,71,43.7,14.5,Follow-up,52.7,No,58,1,2,3,46,31.5,67.5
HR25F0251,Bhiwani,Bhiwani-DH,Manheru,01-03-2025,47,47.3,3,50.4,90,4.3,52,96,85,69,99,25,85,79,80.3,14.5,Telemedicine,52.7,Yes,34,1,1,1,76,23.3,41.3
HR25F0252,Bhiwani,Bhiwani-DH,Jamalpur,01-03-2025,80,48.6,3,50.4,85,5.9,46,99,98,87.2,89,6,98,85,52.8,20,Online,63.3,Yes,37,3,0,4,59,80,80
